trilat,trilong,ssid,qos,transid,firsttime,lasttime,lastupdt,netid,name,type,comment,wep,bcninterval,freenet,dhcp,paynet,userfound,channel,rcois,encryption,country,region,road,city,housenumber,postalcode
36.10027695,-115.16782379,BoldynPasspoint,0,20240603-00000,2024-06-04T02:00:00.000Z,2024-06-03T20:00:00.000Z,2024-06-03T21:00:00.000Z,00:27:90:4D:44:C0,,infra,,2,0,?,?,?,False,11,cae505 f4f5e8f5f4,wpa2,US,NV,Duke Ellington Way,,,89119-1001
36.10027695,-115.16782379,BoldynPasspoint,0,20240603-00000,2024-06-04T02:00:00.000Z,2024-06-03T20:00:00.000Z,2024-06-03T21:00:00.000Z,00:27:90:4D:44:CF,,infra,,2,0,?,?,?,False,36,cae505 f4f5e8f5f4,wpa2,US,NV,Duke Ellington Way,,,89119-1001
36.09687042,-115.17571259,BoldynPasspoint,0,20240412-00000,2024-04-13T01:00:00.000Z,2024-04-12T23:00:00.000Z,2024-04-13T03:00:00.000Z,00:27:90:4D:7F:6F,,infra,,2,0,?,?,?,False,100,cae505 f4f5e8f5f4,wpa2,US,NV,Luxor - Excalibur,,,89119-1001
36.09740829,-115.17776489,BoldynPasspoint,0,20240211-00000,2024-02-11T23:00:00.000Z,2024-02-11T16:00:00.000Z,2024-02-11T16:00:00.000Z,00:27:90:4D:94:AF,,infra,,2,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa2,US,NV,Luxor Drive,,,89158
34.05765533,-118.41867828,_Westfield CO,0,20240413-00000,2024-04-13T21:00:00.000Z,2024-04-13T20:00:00.000Z,2024-04-14T01:00:00.000Z,00:2A:10:D6:2B:57,,infra,,2,0,?,?,?,False,6,f4f5e8f5f4,wpa2,US,CA,Santa Monica Boulevard,Los Angeles,10250,90067
34.05765533,-118.41867828,_Westfield CO,0,20240413-00000,2024-04-13T21:00:00.000Z,2024-04-13T20:00:00.000Z,2024-04-14T01:00:00.000Z,00:2A:10:D6:2B:58,,infra,,2,0,?,?,?,False,128,f4f5e8f5f4,wpa2,US,CA,Santa Monica Boulevard,Los Angeles,10250,90067
0.0,0.0,_Westfield CO,0,20240413-00000,2001-01-01T00:00:00.000Z,2001-01-01T00:00:00.000Z,2024-06-20T20:00:00.000Z,00:2A:10:E2:83:88,,infra,,2,0,?,?,?,False,140,f4f5e8f5f4,wpa2,,,,,,
34.0578804,-118.4189682,_Westfield CO,0,20240413-00000,2024-04-13T21:00:00.000Z,2024-04-13T20:00:00.000Z,2024-04-14T01:00:00.000Z,00:2A:10:FF:D6:08,,infra,,2,0,?,?,?,False,128,f4f5e8f5f4,wpa2,US,CA,Santa Monica Boulevard,Los Angeles,10250,90067
34.06042862,-118.41849518,_Westfield CO,0,20240428-00000,2024-04-29T01:00:00.000Z,2024-04-28T19:00:00.000Z,2024-04-28T21:00:00.000Z,00:2A:10:FF:D8:07,,infra,,2,0,?,?,?,False,1,f4f5e8f5f4,wpa2,US,CA,Santa Monica Boulevard,Los Angeles,10250,90067
34.06043243,-118.41844177,_Westfield CO,0,20240428-00000,2024-04-29T01:00:00.000Z,2024-04-28T19:00:00.000Z,2024-04-28T21:00:00.000Z,00:2A:10:FF:D8:08,,infra,,2,0,?,?,?,False,140,f4f5e8f5f4,wpa2,US,CA,Santa Monica Boulevard,Los Angeles,10250,90067
33.41106033,-112.06469727,XNET Passpoint,0,20240702-00000,2024-07-01T05:00:00.000Z,2024-07-02T11:00:00.000Z,2024-07-02T12:00:00.000Z,00:33:58:5E:F2:E0,,infra,,2,0,?,?,?,False,6,baa2d00100 baa2d00000 f4f5e8f5f4,wpa2,US,AZ,South 7th Street,Phoenix,,85034-5120
25.79158211,-80.13184357,XNET Passpoint,0,20240713-00000,2024-07-13T22:00:00.000Z,2024-07-13T17:00:00.000Z,2024-07-13T20:00:00.000Z,00:33:58:66:32:D0,,infra,,2,0,?,?,?,False,11,baa2d00100 baa2d00000 f4f5e8f5f4,wpa2,US,FL,Washington Avenue,Miami Beach,,33139
25.79416084,-80.13192749,XNET Passpoint,0,20240713-00000,2024-07-13T22:00:00.000Z,2024-07-13T17:00:00.000Z,2024-07-13T20:00:00.000Z,00:33:58:A6:32:D0,,infra,,2,0,?,?,?,False,48,baa2d00100 baa2d00000 f4f5e8f5f4,wpa2,US,FL,Washington Avenue,Miami Beach,1809,33139
51.98714066,5.66672087,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:4E:68:4B,,infra,,2,0,?,?,?,False,116,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98711395,5.66674089,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:4E:69:74,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98697281,5.66692829,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:4E:69:7B,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98693848,5.66740274,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:5B:16:74,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98667908,5.66799784,OpenRoaming,2,20240515-00000,2024-05-12T11:00:00.000Z,2024-07-09T03:00:00.000Z,2024-07-09T03:00:00.000Z,00:35:1A:5B:16:7B,,infra,,2,0,?,?,?,False,116,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98466492,5.65967894,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5B:35:E5,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98488235,5.65975809,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5B:35:EA,,infra,,2,0,?,?,?,False,56,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98656845,5.66534472,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:5B:40:B4,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98653793,5.66540813,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:5B:40:BB,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98691559,5.66776514,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5B:43:2B,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98685837,5.66708136,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:5B:43:64,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98680496,5.6670475,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:5B:43:6B,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98681641,5.66810608,OpenRoaming,2,20240515-00000,2024-05-12T11:00:00.000Z,2024-07-09T03:00:00.000Z,2024-07-09T03:00:00.000Z,00:35:1A:5B:44:CB,,infra,,2,0,?,?,?,False,104,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98635101,5.66701698,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5B:45:D4,,infra,,2,0,?,?,?,False,11,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98666,5.66661072,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5B:45:DB,,infra,,2,0,?,?,?,False,64,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98692703,5.66784763,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5B:46:24,,infra,,2,0,?,?,?,False,11,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98685074,5.66709042,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:5B:46:2B,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98464584,5.65968275,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:BB:FA,,infra,,2,0,?,?,?,False,132,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98487473,5.6597724,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:BC:35,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98487473,5.6597724,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:BE:15,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98478317,5.65973854,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:BE:1A,,infra,,2,0,?,?,?,False,48,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98463821,5.65966463,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:C0:25,,infra,,2,0,?,?,?,False,6,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98439026,5.65975904,openroaming,1,20240414-00000,2024-04-10T17:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:C0:2A,,infra,,2,0,?,?,?,False,100,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98494339,5.65967178,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:C0:65,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98492432,5.65969467,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:C0:6A,,infra,,2,0,?,?,?,False,64,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98505402,5.65930748,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:C1:A5,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98508453,5.65953875,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:C1:AA,,infra,,2,0,?,?,?,False,100,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98468399,5.6596899,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:C6:A5,,infra,,2,0,?,?,?,False,6,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98490524,5.65968418,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:C6:AA,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98478317,5.65965796,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:C6:E5,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98489761,5.65971375,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:C6:EA,,infra,,2,0,?,?,?,False,64,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98720169,5.66800642,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:D4:E4,,infra,,2,0,?,?,?,False,11,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98709869,5.6680994,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:5E:D4:EB,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98508835,5.65947866,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:6B:A8:C5,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98510361,5.65939617,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:6B:A8:CA,,infra,,2,0,?,?,?,False,64,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98683548,5.66617966,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:6B:B2:E4,,infra,,2,0,?,?,?,False,11,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98688889,5.66639614,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:6B:B2:EB,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98839951,5.66876459,openroaming,0,20240326-00000,2024-03-25T20:00:00.000Z,2024-03-26T17:00:00.000Z,2024-03-26T20:00:00.000Z,00:35:1A:6B:B6:74,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Mansholtlaan,,,6708PC
51.98841476,5.66872978,openroaming,0,20240326-00000,2024-03-25T20:00:00.000Z,2024-03-26T17:00:00.000Z,2024-03-26T20:00:00.000Z,00:35:1A:6B:B6:7B,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Mansholtlaan,,,6708PC
51.98701859,5.66641378,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:6B:B7:CB,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98698044,5.66624594,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:6B:BB:CB,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98853302,5.66868162,openroaming,2,20240326-00000,2024-03-24T15:00:00.000Z,2024-04-21T04:00:00.000Z,2024-04-21T05:00:00.000Z,00:35:1A:6F:06:14,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Mansholtlaan,,,6708PC
51.9884491,5.66872454,openroaming,6,20240307-00000,2024-03-07T22:00:00.000Z,2024-05-23T08:00:00.000Z,2024-05-23T08:00:00.000Z,00:35:1A:6F:06:1B,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Mansholtlaan,,,6708PC
51.98681641,5.66539574,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:6F:06:84,,infra,,2,0,?,?,?,False,11,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98686218,5.66580725,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:6F:06:8B,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98706818,5.66679716,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:6F:07:7B,,infra,,2,0,?,?,?,False,36,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98683929,5.66570807,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:6F:09:F4,,infra,,2,0,?,?,?,False,11,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98649597,5.66645145,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:6F:09:FB,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98529053,5.66064692,openroaming,0,20240515-00000,2024-05-12T12:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:6F:5F:AA,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98727036,5.66767406,wur_iot,1,20240215-00000,2024-02-12T14:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:77:1E:E3,,infra,,2,0,?,?,?,False,6,5a03ba0000 4096,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98700714,5.66680384,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:77:1E:E4,,infra,,2,0,?,?,?,False,6,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98708344,5.66748285,OpenRoaming,2,20240326-00000,2024-03-25T20:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:77:1E:EB,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98720169,5.66800642,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:77:1F:4B,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98710251,5.66787481,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:77:1F:94,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98702621,5.66791534,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:77:1F:9B,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98713684,5.66718245,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:77:20:B4,,infra,,2,0,?,?,?,False,6,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98715591,5.66670704,openroaming,0,20240515-00000,2024-05-12T11:00:00.000Z,2024-05-15T16:00:00.000Z,2024-05-15T17:00:00.000Z,00:35:1A:77:24:34,,infra,,2,0,?,?,?,False,1,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98707199,5.66699505,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:77:24:3B,,infra,,2,0,?,?,?,False,140,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98666763,5.66557837,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:7B:6D:A4,,infra,,2,0,?,?,?,False,6,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.9866066,5.66649246,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:7B:6D:AB,,infra,,2,0,?,?,?,False,64,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
51.98687363,5.66615152,OpenRoaming,1,20240515-00000,2024-05-12T11:00:00.000Z,2024-06-28T03:00:00.000Z,2024-06-28T04:00:00.000Z,00:35:1A:7B:6E:54,,infra,,2,0,?,?,?,False,11,4096 1bc50460 5a03ba0000,wpa2,NL,Gelderland,Tarthorst,,,6708HS
